subject_id,condition,goal_percent,ap_braking_impulse_nbw_s_mean,ap_propulsive_impulse_nbw_s_mean,ap_net_impulse_nbw_s_mean,vertical_impulse_stance_nbw_s_mean,ml_outward_impulse_nbw_s_mean,vertical_avg_loading_rate_nbw_s_mean,vertical_peak_loading_rate_nbw_s_mean,ap_braking_development_rate_nbw_s_mean,ap_propulsion_development_rate_nbw_s_mean
16,Baseline,0,0.03231185048497265,0.03555013883217725,0.00325192532533095,0.5504575759117477,0.0572171206208592,9.378660551443971,25.980753532241526,2.018223965005928,0.7026021533999944
16,MTR20,20,0.04019938142909445,0.04091157983559275,0.000612140948367354,0.5884790042864765,0.0492914774338338,10.500275787072232,21.552221682456874,2.2592553700662017,0.5707773676086048
16,MTR40,40,0.039131664180766995,0.03967391840521545,0.00062275010099885,0.570289726005486,0.0432548874076008,10.445976166612793,20.924647851505537,2.387021305487668,0.6723236530552386
16,MTR60,60,0.04038565187036555,0.04094451379685335,0.0006058971119019506,0.5603052411792256,0.0451661563514328,11.536643989581275,23.89845943392975,2.9375074188024497,0.7530140271074475
16,MTR80,80,0.047116099905335496,0.0474162663490176,0.0003129018053252483,0.5723348885229858,0.046852994320149347,9.452642737411232,28.425008850467286,2.997675844094306,0.8125561802841192
17,Baseline,0,0.02873312998202335,0.02976078301553895,0.0010105120086543501,0.623798165664726,0.0352679990730548,4.776422881370364,9.276950864292973,1.0048218407594698,0.605563096931903
17,MTR20,20,0.02986443562013215,0.0307619814263752,0.0008422759040967003,0.5434797208104086,0.030351753327936153,7.798107447246385,13.833595057336414,1.482102087363895,0.8680477493498593
17,MTR40,40,0.033964477752449804,0.0345299220223457,0.0007137740076962997,0.5663753783055989,0.03111115537228475,8.096801075025976,15.571216382358385,1.666039975974186,0.8676401474970887
17,MTR60,60,0.03285056448550045,0.0326703214731128,-0.00021556045841735014,0.5290987312991879,0.0290562793730906,9.19995852709391,17.858656293986332,1.912145093667825,0.949535726586316
17,MTR80,80,0.0332489100234704,0.03332281944205935,0.0001581505018550004,0.5168171759049501,0.02554059279941365,9.918249209084454,19.776206989575357,2.1031853550655963,1.0177895457252621
18,Baseline,0,0.02169044898829275,0.03203550009863585,0.01027506559427175,0.6003323677526633,0.0274335901947523,4.744918303224827,10.085712844804664,0.9882686855261353,0.4563211040465174
18,MTR20,20,0.0440020569303335,0.04075535470762155,-0.0032685585551568003,0.7051423143093043,0.0301476087791364,5.368580893441877,11.573960771432496,1.3497792606775854,0.702998540014738
18,MTR40,40,0.0462346182689508,0.0386260969955835,-0.00762627306728575,0.6530545881862414,0.030387618317739097,6.4146262277372,13.458541347510806,1.5363905642251932,0.809522408676272
18,MTR60,60,0.03355470823923875,0.04230253659266195,0.00888574176292985,0.619155575827795,0.03103903455903305,6.882302727350661,13.439496609437256,1.5887190186246631,0.7509803023584927
18,MTR80,80,0.04503835847222665,0.0437051269304093,-0.0014387857734716003,0.634623391259538,0.03189132462367525,7.858783887861259,18.295821714322766,1.9132890684504358,0.926816202185522
19,Baseline,0,0.0228294018417319,0.03045502923862555,0.0075658664175215495,0.52567423136975,0.024049320380419598,6.672035950735166,12.916524695871137,1.3697881227359074,0.6495789021166791
19,MTR20,20,0.027815415651877052,0.04355262014727495,0.015553638087786452,0.5613697153185786,0.0296468596566601,7.532627156499944,14.254125670421695,1.7122282802148157,0.8222043909477579
19,MTR40,40,0.026113381736759,0.03972493551971925,0.01355630670221245,0.5240879377963698,0.02802114734300635,7.708651997387834,14.30026796332784,1.766643435706188,0.7984810399315939
19,MTR60,60,0.0290531962138492,0.0382891137273854,0.00925410959990115,0.5072445060138852,0.0275652570998776,8.560436904161921,17.109017536027313,2.2205199060103142,0.9180093965420124
19,MTR80,80,0.0333686567065822,0.04476798200475415,0.011458652261387852,0.5173243291690226,0.03054083696738375,9.61002813244402,22.95941852611071,2.7594548857514534,1.1908308454303267
20,Baseline,0,0.024433410415037597,0.0253620476551783,0.00101601294467245,0.5691199311080926,0.0415436436527377,5.079577798540376,15.024269908649572,1.7816436937868263,0.6429305501744124
20,MTR20,20,0.03617198525113105,0.03507112538782055,-0.0011098071009075002,0.6584041094063142,0.050594471365546304,15.785693811436452,40.77198358970663,2.2072202575786872,0.6695997956008013
20,MTR40,40,0.0410644661399659,0.03877310668963185,-0.0017565058941767502,0.6615215781543861,0.05055159654500205,16.260544528710458,45.19679580653717,2.780288625888356,0.7467151721482084
20,MTR60,60,0.0391753926804086,0.036920929396481,-0.0019787186699214004,0.6118039853342421,0.04794699657489105,19.64325129070903,51.750228707959046,3.1700432489152455,0.8249100124088427
20,MTR80,80,0.0403827613387522,0.03757949678830245,-0.002387600645759049,0.5922634529474693,0.046667973506155494,19.87256463762011,55.58294891752606,3.6137554755420633,0.8454158156844376
21,Baseline,0,0.0319533310718127,0.03315550696272125,0.00117176271972215,0.5630161265795968,0.029239131941163052,5.54400516436854,11.22880788177196,1.430734385518547,0.9724940336657804
21,MTR20,20,0.03162250366959755,0.023162917730679897,-0.00849414488773345,0.5275039564693439,0.0214904064481581,9.707959660100084,35.8141111587725,2.2303966313777055,0.8934919504023678
21,MTR40,40,0.03792749138171375,0.031154840752818498,-0.0069671973481664,0.5757430124979821,0.0249576448127262,9.357558525772294,31.561716870011313,2.6214152361740775,0.9311774577713712
