subject_id,condition,goal_percent,side,ml_outward_peak_5_25,ap_braking_peak_5_25,ap_propulsion_peak_35_60,vertical_impact_peak_0_15,vertical_loading_slope_nbw_per_pct_0_15,vertical_first_peak_5_25,vertical_first_peak_timing_pct_5_25,vertical_midstance_minimum_20_40,vertical_second_peak_35_55,vertical_second_peak_timing_pct_35_55
14,MTR20,20,L,0.0453582041243332,-0.1647118765623358,0.1557541423868033,1.0326014414897893,0.1088954579081863,1.0326014414897893,15.0,0.858602385114303,1.008934204346165,47.0
14,MTR20,20,R,0.0490001297169683,-0.1426684950222702,0.1591624838769044,0.9454785256616592,0.0946934961080912,0.9498290277114892,16.0,0.8788888274734555,1.0002013400397451,50.0
14,MTR40,40,L,0.0526263519727281,-0.1855515496948762,0.1849273953284961,1.1326643017149411,0.129303085793719,1.1326643017149411,13.0,0.8010622145177505,1.0406414558039825,46.0
14,MTR40,40,R,0.0598500252083725,-0.1657676726985225,0.1833736575563086,1.0297852705404789,0.1030150782112272,1.0297852705404789,14.0,0.8739964822258469,0.9859627289667652,50.0
14,MTR60,60,L,0.0583910649695975,-0.2078745979572716,0.2070212987679111,1.2471823050371993,0.189128678805131,1.2471823050371993,11.0,0.7258057481445181,0.9678451103542004,45.0
14,MTR60,60,R,0.0629223348729992,-0.1684270470564675,0.171682462874487,1.0881942298700351,0.1184081949201861,1.0881942298700351,13.0,0.6871756283541167,0.8617106346786931,51.0
14,MTR80,80,L,0.0595984541939549,-0.2366364965020648,0.2302830938010696,1.3214722660128864,0.1909232432123621,1.3214722660128864,11.0,0.6829651215503009,0.9843482435456334,46.0
14,MTR80,80,R,0.0613716974668596,-0.1860215722190891,0.1835737642781503,1.113162378801722,0.1424434876669239,1.113162378801722,12.0,0.6988282081501251,0.8698162182032124,49.0
15,Baseline,0,L,0.0779111920562195,-0.1684619775768102,0.1962267800389835,1.0383407281657944,0.1403967262489944,1.0479087725412572,16.0,0.7541676621774911,1.0744596241757192,50.0
15,Baseline,0,R,0.0735503415241365,-0.1611605835935238,0.2027740864100007,1.0097443692808965,0.1356850532039136,1.0425823330666135,17.0,0.7718481980519006,1.0424568146191957,50.0
15,MTR20,20,L,0.1171958491569528,-0.2168602514714293,0.2240634231917264,1.2770988042634464,0.257405465989699,1.2770988042634464,13.0,0.6733932495093027,1.12315969046245,46.0
15,MTR20,20,R,0.0792454028441288,-0.1566016715651492,0.2176152153117074,1.0307151669654426,0.1337714989987718,1.040042484407898,16.0,0.8097181818044714,0.8644716954109783,51.0
15,MTR40,40,L,0.1115015268891977,-0.229801155316844,0.2521840893399436,1.330008231316751,0.2691501927030721,1.330008231316751,12.0,0.6237867956789374,1.1493651430331002,46.0
15,MTR40,40,R,0.0861276105848619,-0.1685125348425062,0.2199777374836782,1.0448890432393807,0.1284372908150055,1.0532189564833492,16.0,0.7476959178364977,0.8427619706916653,51.0
15,MTR60,60,L,0.1145113489694238,-0.2448250118984603,0.2773885340238088,1.380081392100703,0.280412727929838,1.380081392100703,12.0,0.5897328861595763,1.1710513213288052,47.0
15,MTR60,60,R,0.0968337986191744,-0.1969259667092385,0.21583156121791,1.1147584091464515,0.1439292759926686,1.1147584091464515,15.0,0.7470281645757721,0.8468149798124337,50.0
15,MTR80,80,L,0.1223768935250077,-0.2618033952156295,0.2850238992234887,1.414140923939303,0.3165539931072521,1.414140923939303,12.0,0.5777219700632849,1.1591884825493726,48.0
15,MTR80,80,R,0.1108835665942645,-0.2314645089792183,0.2101263621141817,1.147183735972443,0.1930179581138651,1.147183735972443,15.0,0.7721348463459141,0.8710843763278612,48.0
16,Baseline,0,L,0.1428402373589054,-0.1843946751460453,0.140415145419615,1.351375992610821,0.2635770041408949,1.351375992610821,14.0,0.6400240011398808,0.9325916815304558,43.0
16,Baseline,0,R,0.1444035430269828,-0.2224328009637914,0.138565436305064,1.447913040228603,0.2225667252627506,1.447913040228603,14.0,0.5720608393362011,0.9602806610014856,46.0
16,MTR20,20,L,0.1301834747761535,-0.3488342779623521,0.0598762588189379,1.2632859143065354,0.3313488587262973,1.2632859143065354,7.0,0.7565873490714798,1.03314993282721,38.0
16,MTR20,20,R,0.0837517193153064,-0.0353555693536795,0.2548429625441432,1.0022382463598982,0.0983809633778834,1.029762268164084,18.0,0.8636647340060601,1.0797461564392188,44.0
16,MTR40,40,L,0.1116239479885348,-0.363591571055825,0.0798444262338456,1.2518143315384271,0.3019947397544693,1.2518143315384271,7.0,0.7265861318643176,1.0317986047892642,39.0
16,MTR40,40,R,0.0834462495961286,-0.0552504269447024,0.2728569511153498,1.0833500362813413,0.1014811500602441,1.0882767950164267,16.0,0.7812845122821213,1.1216147724735417,44.0
