subject_id,condition,goal_percent,phase,phase_label,component,component_label,mean_force,impulse,peak_positive,peak_negative,Speed,goal_scaled_20
2,MTR40,40,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1187700887269045,0.0166317981977153,0.1976960375182598,0.0390469847458032,1.27,2.0
2,MTR40,40,terminal_stance,Terminal stance,ml_outward,ML outward,0.0625308222456293,0.008806621953229,0.0722868512684486,0.0428466068496238,1.27,2.0
2,MTR40,40,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,0.9822363329959956,0.1383826886663083,1.1549581357113488,0.6798436421466417,1.27,2.0
2,MTR60,60,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.0615524641230744,-0.0087124828932437,0.0604925105894273,-0.1290149606189496,1.35,3.0
2,MTR60,60,loading_response,Loading response,ml_outward,ML outward,0.0340695344555659,0.0047075432288968,0.0837474816807151,-0.0481215635651926,1.35,3.0
2,MTR60,60,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,0.8148750800929718,0.115907082867308,1.2449675283133073,0.0285406986501509,1.35,3.0
2,MTR60,60,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0055013265954512,-0.0008690741572128,0.0390015252374492,-0.0852397576129289,1.35,3.0
2,MTR60,60,midstance,Midstance,ml_outward,ML outward,0.0518077549221167,0.0097401115649467,0.0913429201744803,0.0199243635231317,1.35,3.0
2,MTR60,60,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.6646600807340931,0.1246496825260583,1.2114250100955135,0.366951426026904,1.35,3.0
2,MTR60,60,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.1527432110955202,0.0212096995095833,0.3419670656477163,-9.771195388268564e-05,1.35,3.0
2,MTR60,60,pre_swing,Pre-swing,ml_outward,ML outward,0.0252129047966411,0.0033825144151132,0.0798739718536989,-0.0020296160679901,1.35,3.0
2,MTR60,60,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.4346156357111912,0.0593449724256889,1.1693247655293106,0.0001498206686311,1.35,3.0
2,MTR60,60,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1876008344793,0.0262275621455631,0.3348612023976967,0.0476514028686725,1.35,3.0
2,MTR60,60,terminal_stance,Terminal stance,ml_outward,ML outward,0.0714613582799634,0.0100819825739526,0.0887885965630353,0.0432720164620141,1.35,3.0
2,MTR60,60,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,0.9765051726289804,0.1378651540434681,1.2961578380266996,0.4923421392802012,1.35,3.0
2,MTR80,80,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.1779483372008967,-0.0253832693333575,0.004570142238194,-0.2939331637579652,1.44,4.0
2,MTR80,80,loading_response,Loading response,ml_outward,ML outward,0.0639499125418475,0.0090292289532703,0.1132375367952537,-0.0142192901625855,1.44,4.0
2,MTR80,80,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,0.9800679986584104,0.1394411499895536,1.4985494384078462,0.0285348424072924,1.44,4.0
2,MTR80,80,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0633893792893741,-0.0116263495193521,0.0211909241565369,-0.231496191861064,1.44,4.0
2,MTR80,80,midstance,Midstance,ml_outward,ML outward,0.0584773507444017,0.0109129223043208,0.1115960969157036,0.02605596082761,1.44,4.0
2,MTR80,80,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.7401575900965857,0.1384878782621039,1.4481377591098437,0.3476137003902705,1.44,4.0
2,MTR80,80,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.1098495000200412,0.0149387211199056,0.3067854510480852,0.0007418115115731,1.44,4.0
2,MTR80,80,pre_swing,Pre-swing,ml_outward,ML outward,0.0254298115310859,0.0034076894277065,0.0797778296941213,0.0014920531114906,1.44,4.0
2,MTR80,80,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.3594611321495101,0.0486499278785241,1.019490305946222,0.0343580828342596,1.44,4.0
2,MTR80,80,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1798048128573433,0.0252596132966031,0.3160441460722897,0.0274648045596478,1.44,4.0
2,MTR80,80,terminal_stance,Terminal stance,ml_outward,ML outward,0.0819560657725194,0.0115930197159114,0.1019061514102304,0.0512449487404599,1.44,4.0
2,MTR80,80,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,1.0375346065460218,0.1473704753146788,1.2927879047497175,0.5348457475331326,1.44,4.0
3,MTR20,20,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.1941478456584785,-0.0282939322324585,0.0063773753549311,-0.2801735639811473,1.35,1.0
3,MTR20,20,loading_response,Loading response,ml_outward,ML outward,0.039761629077845,0.0053900817188929,0.1154705405981683,-0.0372262998055544,1.35,1.0
3,MTR20,20,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,0.9340883423238636,0.1345852209390972,1.2332726037076984,0.0334516466721446,1.35,1.0
3,MTR20,20,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0514539168163558,-0.0096805755225985,0.0179184914101821,-0.1399600595447165,1.35,1.0
3,MTR20,20,midstance,Midstance,ml_outward,ML outward,0.0768464880153776,0.0145102424065084,0.1016027955123069,0.0652472073272054,1.35,1.0
3,MTR20,20,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.9280962675479328,0.1756004694225886,1.0372727144883511,0.8565681544827217,1.35,1.0
3,MTR20,20,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.0988613604700597,0.013695605415303,0.2429482939289377,-0.0001360049968875,1.35,1.0
3,MTR20,20,pre_swing,Pre-swing,ml_outward,ML outward,0.016217861642651,0.002180799138789,0.0503155312462792,-1.3958447203242512e-05,1.35,1.0
3,MTR20,20,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.3647954340369952,0.0495631335479847,1.029720660521904,0.0015156509910083,1.35,1.0
3,MTR20,20,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.1050960280993449,0.014573187467846,0.2130763355421935,0.0251670138689556,1.35,1.0
3,MTR20,20,terminal_stance,Terminal stance,ml_outward,ML outward,0.0591925041534112,0.0082702945636868,0.0692846422656858,0.0524315695992785,1.35,1.0
3,MTR20,20,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,1.0748702155241512,0.1509504296664159,1.1606842468308756,0.9743718353667176,1.35,1.0
3,MTR40,40,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.1841021596916621,-0.026734888191524,0.0105141458383864,-0.2664989097769068,1.45,2.0
3,MTR40,40,loading_response,Loading response,ml_outward,ML outward,0.0399270429225775,0.00531724288546,0.1302558879224167,-0.0327232341248253,1.45,2.0
3,MTR40,40,loading_response,Loading response,vgrf_norm_mean,Vertical GRF,0.9327929033844172,0.1342141445321629,1.2315749700039382,0.0335733261395289,1.45,2.0
3,MTR40,40,midstance,Midstance,apgrf_norm_mean,APGRF,-0.0571783724620998,-0.0107070572485559,0.0050334257760677,-0.1507568745488772,1.45,2.0
3,MTR40,40,midstance,Midstance,ml_outward,ML outward,0.0845069680962914,0.0159352485350592,0.1236202727326959,0.0674346400673921,1.45,2.0
3,MTR40,40,midstance,Midstance,vgrf_norm_mean,Vertical GRF,0.9107041005489256,0.1721226309207012,1.072715809562666,0.8324240321263963,1.45,2.0
3,MTR40,40,pre_swing,Pre-swing,apgrf_norm_mean,APGRF,0.0995161003457634,0.0137904082239138,0.2442037048635891,-0.0001997951977765,1.45,2.0
3,MTR40,40,pre_swing,Pre-swing,ml_outward,ML outward,0.0180330091731166,0.0024370992499867,0.0536024990838567,-5.68447120441733e-05,1.45,2.0
3,MTR40,40,pre_swing,Pre-swing,vgrf_norm_mean,Vertical GRF,0.3737466485216052,0.0507083056104795,1.070586940667111,0.0001513928851387,1.45,2.0
3,MTR40,40,terminal_stance,Terminal stance,apgrf_norm_mean,APGRF,0.0980466121482025,0.0135852186694098,0.2117689340652058,0.0125856964988935,1.45,2.0
3,MTR40,40,terminal_stance,Terminal stance,ml_outward,ML outward,0.0613165997615465,0.0085730537423948,0.0704598576445733,0.0535016974952847,1.45,2.0
3,MTR40,40,terminal_stance,Terminal stance,vgrf_norm_mean,Vertical GRF,1.0788080692200457,0.1515221158548188,1.1798993085781384,0.9408178112610426,1.45,2.0
3,MTR60,60,loading_response,Loading response,apgrf_norm_mean,APGRF,-0.2059456511941485,-0.0298930647377121,-0.001133630262917,-0.30481767732336,1.65,3.0
3,MTR60,60,loading_response,Loading response,ml_outward,ML outward,0.0468236335567292,0.0062740161147765,0.1442105711277913,-0.0152826476032557,1.65,3.0
